Winner,First Pick,Second Pick,Ban 1,Ban 2,Ban 3,Ban 4,Ban 5,Ban 6,Ban 7,Ban 8,Pick 1,Pick 2,Pick 3,Pick 4,Ban 9,Ban 10,Pick 5,Pick 6,Pick 7,Pick 8,Ban 11,Ban 12,Pick 9,Pick 10
Adroit,Adroit,Reality Rift,pangolier,death-prophet,clockwerk,dazzle,timbersaw,pugna,nyx-assassin,beastmaster,chen,treant-protector,queen-of-pain,ember-spirit,shadow-fiend,riki,rubick,earthshaker,kunkka,morphling,batrider,troll-warlord,grimstroke,faceless-void
BOOM Esports,Fnatic,BOOM Esports,beastmaster,earthshaker,lycan,chen,monkey-king,timbersaw,nyx-assassin,ancient-apparition,ember-spirit,grimstroke,dragon-knight,death-prophet,shadow-demon,terrorblade,tusk,keeper-of-the-light,pangolier,enigma,troll-warlord,phantom-assassin,tiny,spectre
Fnatic,Fnatic,BOOM Esports,beastmaster,earthshaker,lycan,chen,monkey-king,timbersaw,nyx-assassin,ancient-apparition,ember-spirit,dragon-knight,grimstroke,death-prophet,phantom-assassin,troll-warlord,tusk,snapfire,invoker,morphling,natures-prophet,faceless-void,batrider,phantom-lancer
BOOM Esports,BOOM Esports,Fnatic,chen,mars,timbersaw,lycan,earthshaker,beastmaster,nyx-assassin,ember-spirit,phoenix,snapfire,tiny,batrider,morphling,clockwerk,void-spirit,dragon-knight,oracle,riki,tusk,troll-warlord,centaur-warrunner,phantom-assassin
Fnatic,Reality Rift,Fnatic,timbersaw,death-prophet,grimstroke,mars,morphling,batrider,natures-prophet,keeper-of-the-light,ember-spirit,monkey-king,earthshaker,phoenix,enigma,faceless-void,snapfire,clockwerk,riki,troll-warlord,beastmaster,tidehunter,omniknight,winter-wyvern
Fnatic,Reality Rift,Fnatic,timbersaw,death-prophet,grimstroke,keeper-of-the-light,morphling,troll-warlord,batrider,clockwerk,ember-spirit,nyx-assassin,monkey-king,ancient-apparition,enigma,riki,beastmaster,phantom-lancer,crystal-maiden,tusk,legion-commander,naga-siren,natures-prophet,storm-spirit
Geek Fam,BOOM Esports,Geek Fam,batrider,beastmaster,earthshaker,timbersaw,dragon-knight,riki,morphling,tusk,ember-spirit,snapfire,void-spirit,nyx-assassin,troll-warlord,death-prophet,shadow-demon,lich,terrorblade,phantom-lancer,pangolier,huskar,dark-seer,kunkka
BOOM Esports,BOOM Esports,Geek Fam,batrider,timbersaw,earthshaker,beastmaster,void-spirit,tusk,dragon-knight,riki,ember-spirit,grimstroke,queen-of-pain,phoenix,nyx-assassin,lycan,oracle,tiny,troll-warlord,phantom-assassin,mars,huskar,puck,death-prophet
BOOM Esports,BOOM Esports,Geek Fam,dragon-knight,timbersaw,void-spirit,phantom-assassin,batrider,phoenix,beastmaster,riki,ember-spirit,tusk,snapfire,earthshaker,legion-commander,natures-prophet,morphling,ancient-apparition,oracle,lycan,puck,huskar,pangolier,monkey-king
Adroit,Adroit,TNC Predator,timbersaw,batrider,templar-assassin,death-prophet,lycan,phantom-lancer,chen,ember-spirit,pugna,earthshaker,natures-prophet,beastmaster,oracle,terrorblade,enigma,clockwerk,morphling,troll-warlord,void-spirit,queen-of-pain,shadow-fiend,storm-spirit
Adroit,Adroit,TNC Predator,lycan,batrider,templar-assassin,death-prophet,timbersaw,ember-spirit,chen,phantom-lancer,pugna,beastmaster,sniper,grimstroke,morphling,riki,enigma,tiny,void-spirit,mars,terrorblade,naga-siren,phantom-assassin,juggernaut
BOOM Esports,BOOM Esports,TNC Predator,earthshaker,grimstroke,enigma,batrider,chen,ember-spirit,morphling,timbersaw,phoenix,beastmaster,sniper,pangolier,troll-warlord,phantom-assassin,undying,natures-prophet,dragon-knight,spectre,mars,naga-siren,kunkka,death-prophet
BOOM Esports,BOOM Esports,TNC Predator,earthshaker,grimstroke,enigma,pangolier,chen,batrider,morphling,timbersaw,ember-spirit,nyx-assassin,natures-prophet,tusk,riki,lycan,lich,warlock,void-spirit,phantom-assassin,tidehunter,troll-warlord,beastmaster,slark
Geek Fam,Reality Rift,Geek Fam,tusk,clockwerk,oracle,troll-warlord,batrider,death-prophet,timbersaw,enigma,ember-spirit,dragon-knight,grimstroke,keeper-of-the-light,puck,phantom-lancer,nyx-assassin,pangolier,morphling,beastmaster,templar-assassin,lina,shadow-fiend,queen-of-pain
Geek Fam,Geek Fam,Reality Rift,clockwerk,tusk,mars,oracle,death-prophet,batrider,slark,ember-spirit,grimstroke,treant-protector,pangolier,queen-of-pain,dragon-knight,timbersaw,troll-warlord,jakiro,legion-commander,monkey-king,razor,shadow-fiend,void-spirit,storm-spirit
BOOM Esports,Adroit,BOOM Esports,timbersaw,chen,dragon-knight,batrider,ember-spirit,vengeful-spirit,void-spirit,beastmaster,pangolier,earthshaker,bane,pugna,riki,terrorblade,centaur-warrunner,oracle,morphling,troll-warlord,templar-assassin,invoker,tiny,mars
BOOM Esports,BOOM Esports,Adroit,chen,ember-spirit,vengeful-spirit,void-spirit,clockwerk,timbersaw,death-prophet,dragon-knight,earthshaker,terrorblade,oracle,pangolier,centaur-warrunner,grimstroke,enigma,jakiro,batrider,phantom-lancer,queen-of-pain,puck,storm-spirit,necrophos
Fnatic,Geek Fam,Fnatic,death-prophet,pangolier,monkey-king,venomancer,timbersaw,beastmaster,chen,ember-spirit,void-spirit,dragon-knight,ancient-apparition,batrider,faceless-void,lycan,nyx-assassin,rubick,phantom-lancer,juggernaut,centaur-warrunner,natures-prophet,grimstroke,storm-spirit
Fnatic,Fnatic,Geek Fam,death-prophet,dragon-knight,beastmaster,ember-spirit,pangolier,timbersaw,mars,lycan,earthshaker,clockwerk,queen-of-pain,morphling,ancient-apparition,razor,oracle,natures-prophet,troll-warlord,vengeful-spirit,void-spirit,necrophos,clinkz,shadow-fiend
Ninjas in Pyjamas,Ninjas in Pyjamas,Alliance,natures-prophet,lycan,phoenix,oracle,dragon-knight,ember-spirit,death-prophet,shadow-demon,earthshaker,queen-of-pain,bane,chen,morphling,enigma,mirana,puck,kunkka,necrophos,meepo,templar-assassin,spectre,anti-mage
Alliance,Ninjas in Pyjamas,Alliance,natures-prophet,lycan,phoenix,ember-spirit,dragon-knight,oracle,death-prophet,shadow-demon,earthshaker,queen-of-pain,rubick,puck,morphling,chen,bane,witch-doctor,kunkka,spectre,timbersaw,viper,necrophos,anti-mage
Ninjas in Pyjamas,Ninjas in Pyjamas,Alliance,natures-prophet,lycan,phoenix,ember-spirit,dragon-knight,oracle,death-prophet,shadow-demon,earthshaker,queen-of-pain,chen,witch-doctor,anti-mage,timbersaw,rubick,kunkka,axe,morphling,batrider,faceless-void,venomancer,slark
Winstrike Team,Winstrike Team,Cyber Legacy,axe,ember-spirit,dragon-knight,oracle,queen-of-pain,keeper-of-the-light,pangolier,centaur-warrunner,shadow-demon,natures-prophet,earthshaker,mars,riki,lycan,crystal-maiden,jakiro,luna,monkey-king,storm-spirit,batrider,spectre,chen
Cyber Legacy,Winstrike Team,Cyber Legacy,axe,ember-spirit,dragon-knight,keeper-of-the-light,death-prophet,oracle,queen-of-pain,lycan,shadow-demon,earthshaker,natures-prophet,mars,riki,spectre,crystal-maiden,jakiro,luna,monkey-king,morphling,batrider,troll-warlord,enigma
Cyber Legacy,Winstrike Team,Cyber Legacy,axe,ember-spirit,natures-prophet,keeper-of-the-light,queen-of-pain,lycan,dragon-knight,shadow-demon,phoenix,earthshaker,death-prophet,treant-protector,oracle,spectre,luna,monkey-king,enchantress,mars,troll-warlord,beastmaster,weaver,enigma
Vikin.gg,Gambit Esports,ViKin.gg,dragon-knight,void-spirit,phoenix,ember-spirit,lycan,keeper-of-the-light,grimstroke,axe,natures-prophet,enchantress,beastmaster,earthshaker,rubick,phantom-lancer,shadow-demon,jakiro,vengeful-spirit,queen-of-pain,troll-warlord,templar-assassin,naga-siren,tiny
Vikin.gg,ViKin.gg,Gambit Esports,void-spirit,phoenix,axe,dragon-knight,keeper-of-the-light,lycan,batrider,beastmaster,grimstroke,natures-prophet,rubick,riki,bane,shadow-demon,centaur-warrunner,enchantress,queen-of-pain,ember-spirit,timbersaw,spectre,enigma,meepo
Aggressive Mode,Team Unique,Aggressive Mode,chen,timbersaw,undying,natures-prophet,beastmaster,death-prophet,pugna,rubick,void-spirit,ember-spirit,grimstroke,oracle,earthshaker,shadow-demon,clockwerk,queen-of-pain,lycan,bristleback,keeper-of-the-light,slark,troll-warlord,razor
Aggressive Mode,Aggressive Mode,Team Unique,timbersaw,chen,death-prophet,lycan,rubick,beastmaster,tusk,undying,natures-prophet,ember-spirit,keeper-of-the-light,grimstroke,dragon-knight,riki,earthshaker,clockwerk,bristleback,necrophos,morphling,batrider,bounty-hunter,medusa
Team Secret,Team Liquid,Team Secret,enchantress,phoenix,necrophos,ember-spirit,chen,grimstroke,sniper,dragon-knight,shadow-demon,queen-of-pain,earthshaker,lone-druid,timbersaw,rubick,jakiro,witch-doctor,beastmaster,centaur-warrunner,void-spirit,lycan,clinkz,chaos-knight
Team Secret,Team Liquid,Team Secret,enchantress,phoenix,necrophos,grimstroke,chen,ember-spirit,sniper,dragon-knight,queen-of-pain,rubick,bane,witch-doctor,abaddon,monkey-king,void-spirit,tusk,kunkka,windranger,templar-assassin,phantom-lancer,morphling,troll-warlord
HellRaisers,HellRaisers,FlyToMoon,rubick,ember-spirit,batrider,void-spirit,death-prophet,weaver,queen-of-pain,shadow-demon,pangolier,grimstroke,bane,oracle,beastmaster,lycan,dragon-knight,monkey-king,morphling,elder-titan,lina,storm-spirit,shadow-fiend,enigma
HellRaisers,HellRaisers,FlyToMoon,rubick,ember-spirit,batrider,void-spirit,death-prophet,shadow-demon,queen-of-pain,weaver,pangolier,grimstroke,bane,oracle,dragon-knight,lycan,beastmaster,chen,phantom-lancer,leshrac,alchemist,kunkka,monkey-king,lina
Infamous Gaming,Low Profile,Infamous Gaming,weaver,shadow-demon,timbersaw,bristleback,mars,beastmaster,keeper-of-the-light,lycan,ember-spirit,grimstroke,void-spirit,phoenix,riki,shadow-shaman,rubick,mirana,juggernaut,legion-commander,troll-warlord,shadow-fiend,alchemist,monkey-king
Low Profile,Infamous Gaming,Low Profile,lycan,keeper-of-the-light,bristleback,phoenix,shadow-demon,ember-spirit,beastmaster,grimstroke,chen,timbersaw,void-spirit,monkey-king,queen-of-pain,clockwerk,earthshaker,tusk,jakiro,batrider,ursa,naga-siren,shadow-fiend,slark
Infamous Gaming,Infamous Gaming,Low Profile,lycan,keeper-of-the-light,bristleback,phoenix,timbersaw,ember-spirit,beastmaster,void-spirit,grimstroke,shadow-demon,mars,weaver,mirana,riki,tiny,phantom-lancer,bloodseeker,tusk,invoker,huskar,storm-spirit,death-prophet
Aggressive Mode,Aggressive Mode,Team Unique,timbersaw,pugna,keeper-of-the-light,chen,death-prophet,batrider,grimstroke,lycan,queen-of-pain,rubick,treant-protector,beastmaster,puck,monkey-king,dragon-knight,undying,void-spirit,terrorblade,pangolier,ember-spirit,skywrath-mage,phantom-lancer
Aggressive Mode,Team Unique,Aggressive Mode,chen,timbersaw,beastmaster,keeper-of-the-light,queen-of-pain,death-prophet,pugna,ember-spirit,tusk,undying,shadow-demon,weaver,lycan,grimstroke,mars,rubick,bloodseeker,storm-spirit,riki,puck,juggernaut,anti-mage
Aggressive Mode,Team Unique,Aggressive Mode,chen,timbersaw,queen-of-pain,death-prophet,pugna,keeper-of-the-light,undying,enchantress,tusk,beastmaster,grimstroke,rubick,bloodseeker,weaver,earthshaker,centaur-warrunner,ember-spirit,clinkz,monkey-king,troll-warlord,natures-prophet,templar-assassin
CR,Reality Rift,CR,terrorblade,templar-assassin,storm-spirit,legion-commander,oracle,keeper-of-the-light,pangolier,ember-spirit,clockwerk,earth-spirit,chen,troll-warlord,razor,shadow-fiend,batrider,ancient-apparition,weaver,abaddon,death-prophet,lycan,void-spirit,invoker
Reality Rift,Reality Rift,CR,terrorblade,templar-assassin,storm-spirit,troll-warlord,oracle,legion-commander,pangolier,clockwerk,ember-spirit,nyx-assassin,keeper-of-the-light,tusk,morphling,ancient-apparition,death-prophet,phoenix,snapfire,riki,beastmaster,faceless-void,lycan,spectre
CDEC,Longinus,CDEC,chen,timbersaw,mars,death-prophet,terrorblade,pangolier,treant-protector,shadow-demon,bane,keeper-of-the-light,ember-spirit,skywrath-mage,phantom-lancer,legion-commander,tusk,troll-warlord,batrider,tidehunter,lina,slark,anti-mage,templar-assassin
CDEC,Longinus,CDEC,chen,timbersaw,mars,death-prophet,terrorblade,pangolier,templar-assassin,shadow-demon,treant-protector,beastmaster,phoenix,ember-spirit,venomancer,legion-commander,void-spirit,mirana,oracle,tidehunter,phantom-lancer,slark,natures-prophet,monkey-king
CDEC,CDEC,Longinus,shadow-demon,chen,ember-spirit,terrorblade,dragon-knight,mars,death-prophet,templar-assassin,treant-protector,phoenix,beastmaster,enchantress,oracle,legion-commander,disruptor,void-spirit,necrophos,phantom-lancer,batrider,anti-mage,lina,invoker
Nigma,Nigma,Natus Vincere,phoenix,chen,lycan,io,death-prophet,necrophos,queen-of-pain,ember-spirit,bane,dragon-knight,rubick,keeper-of-the-light,weaver,batrider,enchantress,sand-king,luna,pugna,terrorblade,broodmother,slark,storm-spirit
Nigma,Natus Vincere,Nigma,io,lycan,chen,death-prophet,keeper-of-the-light,queen-of-pain,necrophos,ember-spirit,dragon-knight,phoenix,bane,rubick,slark,weaver,mars,grimstroke,natures-prophet,juggernaut,lina,ursa,void-spirit,huskar
VP.Prodigy,HellRaisers,VP.Prodigy,phoenix,shadow-demon,rubick,void-spirit,death-prophet,ember-spirit,grimstroke,pangolier,oracle,queen-of-pain,dragon-knight,monkey-king,witch-doctor,timbersaw,earthshaker,weaver,bane,nyx-assassin,kunkka,phantom-lancer,templar-assassin,razor
VP.Prodigy,VP.Prodigy,HellRaisers,pangolier,shadow-demon,void-spirit,rubick,lycan,phoenix,dragon-knight,ember-spirit,oracle,death-prophet,weaver,queen-of-pain,riki,timbersaw,witch-doctor,earthshaker,chen,axe,phantom-lancer,alchemist,morphling,templar-assassin
OG,OG,FlyToMoon,rubick,ember-spirit,queen-of-pain,void-spirit,death-prophet,shadow-demon,lycan,chen,batrider,oracle,pangolier,grimstroke,broodmother,bloodseeker,weaver,nyx-assassin,slark,faceless-void,monkey-king,templar-assassin,tiny,kunkka
FlyToMoon,FlyToMoon,OG,void-spirit,rubick,chen,queen-of-pain,monkey-king,death-prophet,oracle,batrider,ember-spirit,earthshaker,enchantress,clockwerk,natures-prophet,lycan,luna,phoenix,abaddon,shadow-demon,bloodseeker,huskar,morphling,invoker
FlyToMoon,FlyToMoon,OG,void-spirit,queen-of-pain,monkey-king,rubick,chen,ember-spirit,oracle,batrider,phoenix,mirana,abaddon,shadow-demon,natures-prophet,clockwerk,leshrac,mars,centaur-warrunner,lycan,kunkka,troll-warlord,shadow-fiend,clinkz
Team Secret,Gambit Esports,Team Secret,queen-of-pain,phoenix,lycan,axe,dragon-knight,shadow-demon,chen,grimstroke,ember-spirit,necrophos,rubick,enchantress,lone-druid,batrider,bane,dark-willow,monkey-king,beastmaster,invoker,pugna,shadow-fiend,broodmother
Team Secret,Gambit Esports,Team Secret,dragon-knight,axe,queen-of-pain,phoenix,lycan,shadow-demon,rubick,grimstroke,ember-spirit,necrophos,enchantress,batrider,oracle,monkey-king,nyx-assassin,bane,abaddon,luna,earthshaker,broodmother,templar-assassin,huskar
Ninjas in Pyjamas,Winstrike Team,Ninjas in Pyjamas,pangolier,monkey-king,bristleback,mars,oracle,ember-spirit,weaver,phoenix,shadow-demon,lycan,jakiro,dragon-knight,beastmaster,kunkka,earthshaker,winter-wyvern,batrider,phantom-lancer,queen-of-pain,storm-spirit,timbersaw,tinker
Ninjas in Pyjamas,Winstrike Team,Ninjas in Pyjamas,pangolier,ember-spirit,earthshaker,mars,oracle,monkey-king,batrider,timbersaw,shadow-demon,phoenix,lycan,natures-prophet,templar-assassin,kunkka,winter-wyvern,jakiro,dragon-knight,tidehunter,ursa,storm-spirit,gyrocopter,morphling
TNC Predator,Reality Rift,TNC Predator,morphling,batrider,techies,timbersaw,death-prophet,troll-warlord,nyx-assassin,ember-spirit,vengeful-spirit,templar-assassin,earthshaker,monkey-king,beastmaster,clockwerk,natures-prophet,spirit-breaker,phoenix,snapfire,phantom-lancer,faceless-void,storm-spirit,queen-of-pain
Reality Rift,Reality Rift,TNC Predator,morphling,batrider,nyx-assassin,ember-spirit,templar-assassin,timbersaw,techies,troll-warlord,phoenix,natures-prophet,pangolier,faceless-void,beastmaster,kunkka,chen,grimstroke,dragon-knight,death-prophet,void-spirit,riki,clockwerk,lycan
TNC Predator,TNC Predator,Reality Rift,clockwerk,natures-prophet,batrider,morphling,timbersaw,techies,troll-warlord,templar-assassin,ember-spirit,shadow-fiend,nyx-assassin,chen,ancient-apparition,alchemist,grimstroke,enigma,kunkka,monkey-king,beastmaster,riki,lina,weaver
BOOM Esports,Adroit,BOOM Esports,timbersaw,chen,dragon-knight,batrider,ember-spirit,vengeful-spirit,void-spirit,beastmaster,pangolier,earthshaker,bane,pugna,riki,terrorblade,centaur-warrunner,oracle,morphling,troll-warlord,templar-assassin,invoker,tiny,mars
BOOM Esports,BOOM Esports,Adroit,chen,ember-spirit,vengeful-spirit,void-spirit,clockwerk,timbersaw,death-prophet,dragon-knight,earthshaker,terrorblade,oracle,pangolier,centaur-warrunner,grimstroke,enigma,jakiro,batrider,phantom-lancer,queen-of-pain,puck,storm-spirit,necrophos
Fnatic,Geek Fam,Fnatic,death-prophet,pangolier,monkey-king,venomancer,timbersaw,beastmaster,chen,ember-spirit,void-spirit,dragon-knight,ancient-apparition,batrider,faceless-void,lycan,nyx-assassin,rubick,phantom-lancer,juggernaut,centaur-warrunner,natures-prophet,grimstroke,storm-spirit
Fnatic,Fnatic,Geek Fam,death-prophet,dragon-knight,beastmaster,ember-spirit,pangolier,timbersaw,mars,lycan,earthshaker,clockwerk,queen-of-pain,morphling,ancient-apparition,razor,oracle,natures-prophet,troll-warlord,vengeful-spirit,void-spirit,necrophos,clinkz,shadow-fiend
Ninjas in Pyjamas,Ninjas in Pyjamas,Alliance,natures-prophet,lycan,phoenix,oracle,dragon-knight,ember-spirit,death-prophet,shadow-demon,earthshaker,queen-of-pain,bane,chen,morphling,enigma,mirana,puck,kunkka,necrophos,meepo,templar-assassin,spectre,anti-mage
Alliance,Ninjas in Pyjamas,Alliance,natures-prophet,lycan,phoenix,ember-spirit,dragon-knight,oracle,death-prophet,shadow-demon,earthshaker,queen-of-pain,rubick,puck,morphling,chen,bane,witch-doctor,kunkka,spectre,timbersaw,viper,necrophos,anti-mage
Ninjas in Pyjamas,Ninjas in Pyjamas,Alliance,natures-prophet,lycan,phoenix,ember-spirit,dragon-knight,oracle,death-prophet,shadow-demon,earthshaker,queen-of-pain,chen,witch-doctor,anti-mage,timbersaw,rubick,kunkka,axe,morphling,batrider,faceless-void,venomancer,slark
Winstrike Team,Winstrike Team,Cyber Legacy,axe,ember-spirit,dragon-knight,oracle,queen-of-pain,keeper-of-the-light,pangolier,centaur-warrunner,shadow-demon,natures-prophet,earthshaker,mars,riki,lycan,crystal-maiden,jakiro,luna,monkey-king,storm-spirit,batrider,spectre,chen
Cyber Legacy,Winstrike Team,Cyber Legacy,axe,ember-spirit,dragon-knight,keeper-of-the-light,death-prophet,oracle,queen-of-pain,lycan,shadow-demon,earthshaker,natures-prophet,mars,riki,spectre,crystal-maiden,jakiro,luna,monkey-king,morphling,batrider,troll-warlord,enigma
Cyber Legacy,Winstrike Team,Cyber Legacy,axe,ember-spirit,natures-prophet,keeper-of-the-light,queen-of-pain,lycan,dragon-knight,shadow-demon,phoenix,earthshaker,death-prophet,treant-protector,oracle,spectre,luna,monkey-king,enchantress,mars,troll-warlord,beastmaster,weaver,enigma
Vikin.gg,Gambit Esports,ViKin.gg,dragon-knight,void-spirit,phoenix,ember-spirit,lycan,keeper-of-the-light,grimstroke,axe,natures-prophet,enchantress,beastmaster,earthshaker,rubick,phantom-lancer,shadow-demon,jakiro,vengeful-spirit,queen-of-pain,troll-warlord,templar-assassin,naga-siren,tiny
Vikin.gg,ViKin.gg,Gambit Esports,void-spirit,phoenix,axe,dragon-knight,keeper-of-the-light,lycan,batrider,beastmaster,grimstroke,natures-prophet,rubick,riki,bane,shadow-demon,centaur-warrunner,enchantress,queen-of-pain,ember-spirit,timbersaw,spectre,enigma,meepo
Aggressive Mode,Team Unique,Aggressive Mode,chen,timbersaw,undying,natures-prophet,beastmaster,death-prophet,pugna,rubick,void-spirit,ember-spirit,grimstroke,oracle,earthshaker,shadow-demon,clockwerk,queen-of-pain,lycan,bristleback,keeper-of-the-light,slark,troll-warlord,razor
Aggressive Mode,Aggressive Mode,Team Unique,timbersaw,chen,death-prophet,lycan,rubick,beastmaster,tusk,undying,natures-prophet,ember-spirit,keeper-of-the-light,grimstroke,dragon-knight,riki,earthshaker,clockwerk,bristleback,necrophos,morphling,batrider,bounty-hunter,medusa
Team Secret,Team Liquid,Team Secret,enchantress,phoenix,necrophos,ember-spirit,chen,grimstroke,sniper,dragon-knight,shadow-demon,queen-of-pain,earthshaker,lone-druid,timbersaw,rubick,jakiro,witch-doctor,beastmaster,centaur-warrunner,void-spirit,lycan,clinkz,chaos-knight
